tipo	identificador	sha256	bytes	localizacion
fuente	F01	d79c5a325a3a7996ab408fe97c94db6d6ff04faea8dcd3b2bf84cd38282f6104	4384	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/e1ab93d0de3df170a674f5a7887a3c20e96c6816/AGENTS.md
fuente	F02	38673267da27fae204f81689aaaf4cb0fd123e7f2e4a3384850c44762c0c06d8	29014	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/e1ab93d0de3df170a674f5a7887a3c20e96c6816/docs/calidad/ACTA_TECNICA_DE_PERFILES_CONTRATOS_Y_ENSAMBLAJE_DEL_LENGUAJE_SV_2026_09_06.md
fuente	F03	d3c9f7d7a3c3626f7fe75917d89d067cd7d281178f857a9d693ca945a7144755	25563	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/e1ab93d0de3df170a674f5a7887a3c20e96c6816/docs/calidad/PILARES_Y_RESTRICCIONES_DE_DISENO_DEL_LENGUAJE_DE_COMPUTACION_SV_2026_09_05.md
fuente	F04	b625b2f1ad0db01d38779edcb5033447543da319106ffc1089be1cc1648e9871	67111	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/e1ab93d0de3df170a674f5a7887a3c20e96c6816/docs/dominios/inmunologia/ACTA_DE_CONFORMIDAD_DE_TRANSICION_SECUENCIAL_DESDE_OP-IMM-001_AL_LENGUAJE_SV_2026_09_03.md
fuente	F05	9f2f21129ec54d75fed58d7934115766f6fa284338a0857cfacf6a709e3e62a3	86278	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/e1ab93d0de3df170a674f5a7887a3c20e96c6816/docs/calidad/Inventario-sv/sucesos/SUCESOS_SV.md
fuente	F06	2f9b4f1d2a92b622ed70efb01c0387b6ec634264034e83ec8ac70487b05cc61c	328474	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/e1ab93d0de3df170a674f5a7887a3c20e96c6816/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.csv
fuente	F07	55c46f66f7aeb5f516e889a96adbaa7279533b5de53f5ff81ad0a3909c70ccf4	10198	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/e1ab93d0de3df170a674f5a7887a3c20e96c6816/docs/calidad/tuberias-ia/continuacion-15-09-2026/inicio.md
fuente	F08	d92924b9e81233b02902f44a990d04df1fea6c7843de961c703b718f4dca5173	22770	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/e1ab93d0de3df170a674f5a7887a3c20e96c6816/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md
fuente	F09	38a2e067746e38ee1f38507b1c9380f475463b692b2bf4047e17796d5bcd3d73	59396	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/e1ab93d0de3df170a674f5a7887a3c20e96c6816/docs/calidad/tuberias-ia/continuacion-15-09-2026/PARTE_ALCANCE_PRIVACIDAD_SEGURIDAD_Y_OP_CYB_001_2026_09_15.md
fuente	F10	56f2adbeae525059e89df1a0913bcb5831e72664c29a571a5ce94347f1c7c888	10482	https://raw.githubusercontent.com/juantoniolloretegea/SVcustos-dataset/dd50c3e5c74e10526bb28087c8d5e2852d2efb68/docs/laboratorio-de-infraestructura-SV/documentacion/index.html
fuente	F11	eae5febdcc33f08746ce9dc87fed3a32a99ad9f40707739e97e780a11c9eeb4d	14561	https://raw.githubusercontent.com/juantoniolloretegea/SVcustos-dataset/dd50c3e5c74e10526bb28087c8d5e2852d2efb68/docs/index.html
fuente	F12	60c6dee133928797dd4444e2890dc0596061afb7bc1d516466497aa664155658	15995	https://raw.githubusercontent.com/juantoniolloretegea/SVcustos-dataset/dd50c3e5c74e10526bb28087c8d5e2852d2efb68/docs/historial-beta.html
fuente	F13	581fb11a564718fa9138e9b9d53e57526bcc740b290905616d96b8fa2d1cb709	86271	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/7d6ecaa7d56b786ff194379417fef2ec2f0952df/docs/calidad/Inventario-sv/sucesos/SUCESOS_SV.md
fuente	F14	c4e3baa5d0dcf4a2fc1de5fc17103856c3f83b5ae8c84558f2b031c2de47a19f	329477	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/7d6ecaa7d56b786ff194379417fef2ec2f0952df/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.csv
